,prob1,prob2,influence,multilinear_influence,absolute_error
222,0.5,0.6000000000000001,3.2148,3.22576,0.010960000000000303
223,0.5,0.65,3.326,3.33559,0.009589999999999765
224,0.5,0.7000000000000001,3.48,3.4454200000000004,0.03457999999999961
225,0.5,0.75,3.551,3.55525,0.004249999999999865
226,0.5,0.8,3.6682,3.6650800000000006,0.0031199999999995676
227,0.5,0.8500000000000001,3.7488,3.77491,0.026110000000000078
228,0.5,0.9,3.755,3.88474,0.12973999999999997
229,0.5,0.9500000000000001,3.9782,3.99457,0.016369999999999774
230,0.5,1.0,4.1676,4.1044,0.06320000000000014
231,0.55,0.0,2.1568,2.09858,0.05821999999999994
232,0.55,0.05,2.2406,2.206296,0.03430400000000011
233,0.55,0.1,2.3226,2.3140120000000004,0.008587999999999596
234,0.55,0.15000000000000002,2.4278,2.4217280000000003,0.006071999999999633
235,0.55,0.2,2.5052,2.529444,0.024243999999999932
236,0.55,0.25,2.6856,2.63716,0.04843999999999982
237,0.55,0.30000000000000004,2.718,2.7448760000000005,0.026876000000000566
238,0.55,0.35000000000000003,2.8626,2.852592,0.010008000000000017
239,0.55,0.4,2.9106,2.960308,0.04970799999999986
240,0.55,0.45,3.0444,3.0680240000000003,0.02362400000000031
241,0.55,0.5,3.2208,3.1757400000000002,0.04505999999999988
242,0.55,0.55,3.2178,3.2834560000000006,0.0656560000000006
243,0.55,0.6000000000000001,3.442,3.3911720000000005,0.05082799999999965
244,0.55,0.65,3.4946,3.4988880000000004,0.004288000000000292
245,0.55,0.7000000000000001,3.6158,3.6066040000000004,0.00919599999999976
246,0.55,0.75,3.7372,3.7143200000000003,0.02287999999999979
247,0.55,0.8,3.8474,3.822036,0.02536399999999972
248,0.55,0.8500000000000001,3.9112,3.9297520000000006,0.018552000000000568
249,0.55,0.9,3.9876,4.0374680000000005,0.04986800000000047
250,0.55,0.9500000000000001,4.1636,4.145184,0.018415999999999322
251,0.55,1.0,4.263,4.2529,0.010099999999999554
252,0.6000000000000001,0.0,2.3068,2.2893600000000003,0.017439999999999678
253,0.6000000000000001,0.05,2.3822,2.3949620000000005,0.012762000000000384
254,0.6000000000000001,0.1,2.5518,2.500564000000001,0.05123599999999895
255,0.6000000000000001,0.15000000000000002,2.6336,2.606166,0.02743399999999996
256,0.6000000000000001,0.2,2.7394,2.7117680000000006,0.027631999999999213
257,0.6000000000000001,0.25,2.8362,2.8173700000000004,0.01882999999999946
258,0.6000000000000001,0.30000000000000004,2.9078,2.922972000000001,0.015172000000001074
259,0.6000000000000001,0.35000000000000003,3.0392,3.0285740000000003,0.010625999999999802
260,0.6000000000000001,0.4,3.1534,3.1341760000000005,0.019223999999999464
261,0.6000000000000001,0.45,3.2848,3.2397780000000007,0.04502199999999945
262,0.6000000000000001,0.5,3.364,3.3453800000000005,0.018619999999999415
263,0.6000000000000001,0.55,3.4994,3.4509820000000007,0.048417999999999406
264,0.6000000000000001,0.6000000000000001,3.5362,3.5565840000000004,0.020384000000000402
265,0.6000000000000001,0.65,3.5996,3.6621860000000006,0.06258600000000047
266,0.6000000000000001,0.7000000000000001,3.826,3.767788000000001,0.058211999999999264
267,0.6000000000000001,0.75,3.8388,3.8733900000000006,0.034590000000000565
268,0.6000000000000001,0.8,3.9928,3.9789920000000008,0.013807999999999154
269,0.6000000000000001,0.8500000000000001,4.1028,4.084594000000001,0.01820599999999928
270,0.6000000000000001,0.9,4.175,4.190196000000001,0.01519600000000132
271,0.6000000000000001,0.9500000000000001,4.2956,4.295798000000001,0.00019800000000103068
272,0.6000000000000001,1.0,4.3438,4.401400000000001,0.05760000000000076
273,0.65,0.0,2.5014,2.48014,0.021259999999999835
274,0.65,0.05,2.5556,2.583628,0.028027999999999942
275,0.65,0.1,2.6052,2.687116,0.0819160000000001
276,0.65,0.15000000000000002,2.8046,2.790604,0.01399600000000012
277,0.65,0.2,2.8546,2.8940920000000006,0.03949200000000053
278,0.65,0.25,3.0246,2.9975800000000006,0.027019999999999378
279,0.65,0.30000000000000004,3.095,3.101068,0.006067999999999962
280,0.65,0.35000000000000003,3.2532,3.204556,0.04864399999999991
281,0.65,0.4,3.317,3.308044,0.008955999999999964
282,0.65,0.45,3.442,3.4115320000000002,0.03046799999999994
283,0.65,0.5,3.4734,3.5150200000000003,0.041620000000000434
284,0.65,0.55,3.6066,3.6185080000000003,0.011908000000000474
285,0.65,0.6000000000000001,3.7224,3.7219960000000003,0.0004039999999996269
286,0.65,0.65,3.907,3.8254840000000003,0.0815159999999997
287,0.65,0.7000000000000001,3.8852,3.9289720000000004,0.043772000000000144
288,0.65,0.75,4.005,4.03246,0.027460000000000484
289,0.65,0.8,4.127,4.135948,0.008948000000000178
290,0.65,0.8500000000000001,4.2354,4.239436,0.004036000000000151
291,0.65,0.9,4.3514,4.342924000000001,0.00847599999999904
292,0.65,0.9500000000000001,4.4796,4.4464120000000005,0.03318799999999911
293,0.65,1.0,4.4926,4.5499,0.057299999999999685
294,0.7000000000000001,0.0,2.6858,2.67092,0.014879999999999782
295,0.7000000000000001,0.05,2.7634,2.772294,0.00889400000000018
296,0.7000000000000001,0.1,2.913,2.8736680000000003,0.03933199999999948
297,0.7000000000000001,0.15000000000000002,2.9124,2.9750420000000006,0.06264200000000075
298,0.7000000000000001,0.2,3.0622,3.076416,0.014216000000000228
299,0.7000000000000001,0.25,3.1776,3.17779,0.00018999999999991246
300,0.7000000000000001,0.30000000000000004,3.2998,3.2791639999999997,0.0206360000000001
301,0.7000000000000001,0.35000000000000003,3.3642,3.3805380000000005,0.01633800000000063
302,0.7000000000000001,0.4,3.4798,3.481912000000001,0.00211200000000078
303,0.7000000000000001,0.45,3.63,3.583286000000001,0.04671399999999881
304,0.7000000000000001,0.5,3.6942,3.6846600000000005,0.009539999999999438
305,0.7000000000000001,0.55,3.7862,3.7860340000000003,0.00016599999999966641
306,0.7000000000000001,0.6000000000000001,3.879,3.887408,0.008408000000000193
307,0.7000000000000001,0.65,4.0222,3.9887820000000005,0.03341799999999928
308,0.7000000000000001,0.7000000000000001,4.0474,4.090156,0.04275600000000068
309,0.7000000000000001,0.75,4.217,4.19153,0.025469999999999438
310,0.7000000000000001,0.8,4.3148,4.292904,0.021895999999999916
311,0.7000000000000001,0.8500000000000001,4.4476,4.394278000000001,0.05332199999999965
312,0.7000000000000001,0.9,4.5312,4.495652000000001,0.03554799999999947
313,0.7000000000000001,0.9500000000000001,4.564,4.597026000000001,0.03302600000000133
314,0.7000000000000001,1.0,4.6864,4.6984,0.012000000000000455
315,0.75,0.0,2.867,2.8617,0.005300000000000082
316,0.75,0.05,2.9634,2.9609599999999996,0.002440000000000442
317,0.75,0.1,3.0594,3.06022,0.0008200000000000429
318,0.75,0.15000000000000002,3.2056,3.1594800000000003,0.04611999999999972
319,0.75,0.2,3.2978,3.2587400000000004,0.03905999999999965
320,0.75,0.25,3.2988,3.358,0.05920000000000014
321,0.75,0.30000000000000004,3.4548,3.4572599999999998,0.0024599999999996847
322,0.75,0.35000000000000003,3.545,3.55652,0.011519999999999975
323,0.75,0.4,3.6562,3.65578,0.00042000000000008697
324,0.75,0.45,3.6858,3.7550400000000006,0.06924000000000063
325,0.75,0.5,3.8368,3.8543,0.017499999999999627
326,0.75,0.55,3.9878,3.9535600000000004,0.034239999999999604
327,0.75,0.6000000000000001,4.0334,4.0528200000000005,0.019420000000000215
328,0.75,0.65,4.125,4.15208,0.02707999999999977
329,0.75,0.7000000000000001,4.24,4.25134,0.011339999999999684
330,0.75,0.75,4.326,4.3506,0.0246000000000004
331,0.75,0.8,4.4028,4.449860000000001,0.04706000000000099
332,0.75,0.8500000000000001,4.5488,4.549120000000001,0.0003200000000012082
333,0.75,0.9,4.6202,4.64838,0.02818000000000076
334,0.75,0.9500000000000001,4.7768,4.7476400000000005,0.029159999999999187
335,0.75,1.0,4.8434,4.8469,0.0034999999999998366
336,0.8,0.0,3.1012,3.05248,0.048719999999999875
337,0.8,0.05,3.1926,3.1496259999999996,0.04297400000000051
338,0.8,0.1,3.2818,3.2467720000000004,0.035027999999999615
339,0.8,0.15000000000000002,3.3836,3.3439180000000004,0.03968199999999955
340,0.8,0.2,3.3984,3.441064000000001,0.0426640000000007
341,0.8,0.25,3.534,3.5382100000000007,0.004210000000000935
342,0.8,0.30000000000000004,3.631,3.635356,0.0043560000000000265
343,0.8,0.35000000000000003,3.7612,3.732502,0.02869799999999989
344,0.8,0.4,3.8218,3.829648,0.007848000000000077
345,0.8,0.45,3.9788,3.926794,0.052006
346,0.8,0.5,4.0154,4.0239400000000005,0.00854000000000088
347,0.8,0.55,4.0724,4.121086000000001,0.048686000000000895
348,0.8,0.6000000000000001,4.2344,4.218232,0.016167999999999516
349,0.8,0.65,4.3086,4.315378,0.006777999999999729
350,0.8,0.7000000000000001,4.4178,4.412524,0.005275999999999392
351,0.8,0.75,4.5156,4.509670000000001,0.005929999999999325
352,0.8,0.8,4.5282,4.606816000000001,0.07861600000000113
353,0.8,0.8500000000000001,4.6512,4.7039620000000015,0.05276200000000131
354,0.8,0.9,4.7996,4.801108,0.0015080000000002869
355,0.8,0.9500000000000001,4.8572,4.8982540000000006,0.04105400000000081
356,0.8,1.0,4.9504,4.995400000000001,0.04500000000000082
357,0.8500000000000001,0.0,3.2562,3.2432600000000003,0.012939999999999952
358,0.8500000000000001,0.05,3.3848,3.338292,0.04650799999999977
359,0.8500000000000001,0.1,3.4186,3.4333240000000007,0.014724000000000625
360,0.8500000000000001,0.15000000000000002,3.5846,3.5283560000000005,0.05624399999999952
361,0.8500000000000001,0.2,3.6132,3.6233880000000007,0.010188000000000752
362,0.8500000000000001,0.25,3.7162,3.71842,0.0022199999999998887
363,0.8500000000000001,0.30000000000000004,3.7714,3.8134520000000003,0.04205200000000042
364,0.8500000000000001,0.35000000000000003,3.8708,3.908484,0.03768400000000005
365,0.8500000000000001,0.4,4.0668,4.003516,0.06328399999999945
366,0.8500000000000001,0.45,4.048,4.098548,0.05054800000000004
367,0.8500000000000001,0.5,4.192,4.193580000000001,0.001580000000000581
368,0.8500000000000001,0.55,4.3114,4.2886120000000005,0.022787999999999364
369,0.8500000000000001,0.6000000000000001,4.3564,4.383644,0.02724400000000049
370,0.8500000000000001,0.65,4.476,4.478676,0.0026760000000001227
371,0.8500000000000001,0.7000000000000001,4.5618,4.573708000000001,0.011908000000000918
372,0.8500000000000001,0.75,4.7146,4.668740000000001,0.045859999999999346
373,0.8500000000000001,0.8,4.7322,4.763772000000001,0.03157200000000149
374,0.8500000000000001,0.8500000000000001,4.8566,4.858804000000001,0.002204000000000761
375,0.8500000000000001,0.9,4.965,4.953836000000001,0.011163999999999064
376,0.8500000000000001,0.9500000000000001,5.0344,5.048868,0.014467999999999925
377,0.8500000000000001,1.0,5.1296,5.1439,0.014300000000000423
378,0.9,0.0,3.4206,3.43404,0.013440000000000119
379,0.9,0.05,3.5682,3.526958,0.041242
380,0.9,0.1,3.6248,3.619876,0.0049239999999999284
381,0.9,0.15000000000000002,3.6416,3.712794,0.0711940000000002
382,0.9,0.2,3.82,3.8057120000000006,0.01428799999999919
383,0.9,0.25,3.9112,3.89863,0.012570000000000192
384,0.9,0.30000000000000004,3.9982,3.9915480000000003,0.00665199999999988
385,0.9,0.35000000000000003,4.0962,4.084466,0.011733999999999689
386,0.9,0.4,4.1638,4.177384000000001,0.013584000000000707
387,0.9,0.45,4.2542,4.270302000000001,0.01610200000000095
388,0.9,0.5,4.329,4.36322,0.03422000000000036
389,0.9,0.55,4.4378,4.456138,0.018337999999999965
390,0.9,0.6000000000000001,4.534,4.549056,0.015056000000000402
391,0.9,0.65,4.6346,4.641974000000001,0.007374000000001324
392,0.9,0.7000000000000001,4.736,4.734892000000001,0.0011079999999985546
393,0.9,0.75,4.7838,4.827810000000001,0.04401000000000099
394,0.9,0.8,4.8712,4.920728000000001,0.04952800000000135
395,0.9,0.8500000000000001,5.0238,5.013646,0.010153999999999996
396,0.9,0.9,5.0696,5.106564,0.03696399999999933
397,0.9,0.9500000000000001,5.1836,5.199482000000001,0.015882000000000396
398,0.9,1.0,5.247,5.292400000000001,0.04540000000000077
399,0.9500000000000001,0.0,3.66,3.62482,0.03517999999999999
400,0.9500000000000001,0.05,3.7346,3.715624,0.018975999999999882
401,0.9500000000000001,0.1,3.7784,3.8064280000000004,0.028028000000000386
402,0.9500000000000001,0.15000000000000002,3.901,3.897232,0.0037679999999999936
403,0.9500000000000001,0.2,4.0006,3.9880360000000006,0.012563999999999798
404,0.9500000000000001,0.25,4.0576,4.0788400000000005,0.021240000000000592
405,0.9500000000000001,0.30000000000000004,4.1804,4.169644000000001,0.010755999999998878
406,0.9500000000000001,0.35000000000000003,4.2476,4.260448,0.01284799999999997
407,0.9500000000000001,0.4,4.368,4.351252000000001,0.016747999999999763
408,0.9500000000000001,0.45,4.4138,4.442056000000001,0.028256000000000725
409,0.9500000000000001,0.5,4.5804,4.53286,0.047539999999999694
410,0.9500000000000001,0.55,4.6292,4.623664,0.005536000000000207
411,0.9500000000000001,0.6000000000000001,4.6456,4.714468000000001,0.06886800000000104
412,0.9500000000000001,0.65,4.7646,4.805272,0.04067200000000071
413,0.9500000000000001,0.7000000000000001,4.9032,4.896076000000002,0.007123999999998354
414,0.9500000000000001,0.75,4.981,4.986880000000001,0.005880000000001218
415,0.9500000000000001,0.8,5.0824,5.077684000000001,0.004715999999998388
416,0.9500000000000001,0.8500000000000001,5.1462,5.168488000000001,0.02228800000000053
417,0.9500000000000001,0.9,5.2064,5.259292,0.05289199999999994
418,0.9500000000000001,0.9500000000000001,5.3534,5.350096000000001,0.0033039999999990854
419,0.9500000000000001,1.0,5.4182,5.4409,0.022700000000000387
420,1.0,0.0,3.8156,3.8156,0.0
421,1.0,0.05,3.9392,3.9042899999999996,0.03491000000000044
422,1.0,0.1,4.0192,3.99298,0.026219999999999466
423,1.0,0.15000000000000002,4.0646,4.08167,0.017069999999999474
424,1.0,0.2,4.1328,4.1703600000000005,0.037560000000000926
425,1.0,0.25,4.2366,4.25905,0.02245000000000008
426,1.0,0.30000000000000004,4.3446,4.34774,0.0031400000000001427
427,1.0,0.35000000000000003,4.4124,4.43643,0.024029999999999774
428,1.0,0.4,4.4804,4.52512,0.04471999999999987
429,1.0,0.45,4.6134,4.613810000000001,0.00041000000000046555
430,1.0,0.5,4.6598,4.702500000000001,0.04270000000000085
431,1.0,0.55,4.7504,4.79119,0.040790000000000326
432,1.0,0.6000000000000001,4.8242,4.87988,0.05567999999999973
433,1.0,0.65,4.931,4.96857,0.03756999999999966
434,1.0,0.7000000000000001,5.0434,5.05726,0.013860000000000205
435,1.0,0.75,5.1506,5.14595,0.004649999999999821
436,1.0,0.8,5.2548,5.234640000000001,0.020159999999999734
437,1.0,0.8500000000000001,5.302,5.32333,0.021330000000000737
438,1.0,0.9,5.4056,5.41202,0.006420000000000314
439,1.0,0.9500000000000001,5.4616,5.50071,0.03910999999999998
440,1.0,1.0,5.5894,5.5894,0.0
